,titular_1,titular_parceiros1,titular_parceiros2,titular_abv,titular_uf1,Regiao,class_int1,IPC1,IPC2,Area
2148,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,,UFPE,PE,Nordeste,A61K 8/92,A61K/8,8/92,Química fina orgânica
2149,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,,UFMS,MS,Centro-Oeste,A23B 9/08,A23B,9/08,Química Alimentar
2150,UNIVERSIDADE FEDERAL DE VIÇOSA,,,UFV,MG,Sudeste,G01N 21/25,G01N,21/25,Medição
2151,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,,,UNB,DF,Centro-Oeste,A61K 35/74,A61K,35/74,Produtos farmacêuticos
2152,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,C04B 33/132,C04B,33/132,"Materiais, metalurgia"
2153,UNIVERSIDADE FEDERAL DE MINAS GERAIS,CENTRO NACIONAL DE PESQUISA EM ENERGIA E MATERIAIS - CNPEM,,UFMG,MG,Sudeste,C12N 11/14,C12N,11/14,Biotecnologia
2154,FUNDACAO UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,UNIVASF,PE,Nordeste,A23K 30/15,A23K,30/15,Química Alimentar
2155,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UNIVERSIDADE FEDERAL DA PARAÍBA,UNIVERSIDADE DE BRASÍLIA,UFRN,RN,Nordeste,A61K 31/21,A61K,31/21,Produtos farmacêuticos
2156,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,,,UTFPR,PR,Sul,B65D 5/32,B65D,5/32,Manuseio
2157,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,,,UFTM,MG,Sudeste,C04B 24/02,C04B,24/02,"Materiais, metalurgia"
2158,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UNIVERSIDADE FEDERAL DE OURO PRETO,,UFSJ,MG,Sudeste,C08F 299/06,C08F,299/06,"Química macromolecular, polímeros"
2159,UNIVERSIDADE FEDERAL DA BAHIA,,,UFBA,BA,Nordeste,A23G 1/56,A23G,1/56,Química Alimentar
2160,UNIFEI - UNIVERSIDADE FEDERAL DE ITAJUBÁ,,,UNIFEI,MG,Sudeste,B23K 11/25,B23K,11/25,Máquina operatriz
2161,UNIVERSIDADE FEDERAL DE ALAGOAS,,,UFAL,AL,Nordeste,C07C 255/41,C07C,255/41,Química fina orgânica
2162,UNIVERSIDADE FEDERAL DO PARÁ,,,UFPA,PA,Norte,A61K 36/889,A61K,36/889,Produtos farmacêuticos
2163,HOSPITAL DE CLÍNICAS DE PORTO ALEGRE,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,UFRGS,RS,Sul,A61G 10/02,A61G,10/02,Tecnologia médica
2164,FUNDACAO UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO,,,UNIVASF,PE,Nordeste,G10B 1/04,G10B,1/04,Outros bens de consumo
2165,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,,,UTFPR,PR,Sul,A43B 3/12,A43B,3/12,Outros bens de consumo
2166,UNIVERSIDADE FEDERAL DE SERGIPE,,,UFS,SE,Nordeste,E01C 11/04,E01C,11/04,Engenharia Civil
2167,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",,,IFRS,RS,Sul,C12P 19/04,C12P,19/04,Biotecnologia
2168,UNIVERSIDADE FEDERAL DO MARANHÃO,,,UFMA,MA,Nordeste,A23L 27/60,A23L,27/60,Química Alimentar
2169,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,,UFRGS,RS,Sul,C01G 33/00,C01G,33/00,"Materiais, metalurgia"
2170,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,,UFMS,MS,Centro-Oeste,A23L 21/12,A23L,21/12,Química Alimentar
2171,UNIVERSIDADE FEDERAL DO PARÁ,,,UFPA,PA,Norte,A23L 19/00,A23L,19/00,Química Alimentar
2172,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,G01N 21/25,G01N,21/25,Medição
2173,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,,,UNIPAMPA,RS,Sul,A01K 1/03,A01K,1/03,Outras máquinas especiais
2174,UNIVERSIDADE ESTADUAL DE CAMPINAS - UNICAMP,UNIVERSIDADE FEDERAL DE SANTA CATARINA,,,SP,Sudeste,A61B 3/12,A61B,3/12,Tecnologia médica
2175,VALE S.A.,UNIVERSIDADE FEDERAL DE MINAS GERAIS - UFMG,,,RJ,Sudeste,C08K 3/04,C08K,3/04,"Química macromolecular, polímeros"
2176,UNIVERSIDADE FEDERAL DE MINAS GERAIS,3D LAB INDUSTRIA LTDA - EPP,,UFMG,MG,Sudeste,D01F 6/62,D01F,6/62,Máquinas têxteis e de papel
2177,ORBITAL ENGENHARIA LTDA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UNIVERSIDADE DE SÃO PAULO - USP,,SP,Sudeste,G02B 7/00,G02B,7/00,Óptica
2178,UNIVERSIDADE FEDERAL DO PARANA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ",,UFPR,PR,Sul,A61L 2/08,A61L,2/08,Tecnologia médica
2179,UNIFEI - UNIVERSIDADE FEDERAL DE ITAJUBÁ,,,UNIFEI,MG,Sudeste,D06M 11/01,D06M,11/01,Máquinas têxteis e de papel
2180,UNIVERSIDADE FEDERAL DE SERGIPE,,,UFS,SE,Nordeste,A61K 9/16,A61K,9/16,Produtos farmacêuticos
2181,UNIVERSIDADE FEDERAL DO MARANHÃO,,,UFMA,MA,Nordeste,C09K 11/77,C09K,11/77,Química de materiais básicos
2182,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A23L 19/00,A23L,19/00,Química Alimentar
2183,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A23L 5/40,A23L,5/40,Química Alimentar
2184,UNIVERSIDADE FEDERAL DO PARANA,UNIVERSIDADE FEDERAL DE GOIÁS,,UFPR,PR,Sul,C08J 11/16,C08J,11/16,Outras máquinas especiais
2185,UNIVERSIDADE FEDERAL DO MARANHÃO,,,UFMA,MA,Nordeste,B29D 7/01,B29D,7/01,Outras máquinas especiais
2186,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,,UFRGS,RS,Sul,C01B 33/157,C01B,33/157,"Materiais, metalurgia"
2187,INSTITUTO DE TECNOLOGIA E PESQUISA,UNIVERSIDADE TIRADENTES,UNIVERSIDADE FEDERAL DE SERGIPE,,SE,Nordeste,C01B 32/198,C01B,32/198,"Materiais, metalurgia"
2188,UNIVERSIDADE FEDERAL DO MARANHÃO,,,UFMA,MA,Nordeste,A61K 36/38,A61K,36/38,Produtos farmacêuticos
2189,UNIVERSIDADE FEDERAL DE SANTA CATARINA,T-­COTA LABORATORIO CERAMICO LTDA,,UFSC,SC,Sul,C05G 3/40,C05G,3/40,Química de materiais básicos
2190,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO ESPIRITO SANTO,"INSTITUTO CAPIXABA DE PESQUISA, ASSISTENCIA TECNICA E EXTENSAO RURAL",,IFES,ES,Sudeste,C12P 1/02,C12P,1/02,Biotecnologia
2191,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,,,UFU,MG,Sudeste,A41D 13/11,A41D,13/11,Outros bens de consumo
2192,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,Nordeste,A01N 43/28,A01N,43/28,Química de materiais básicos
2193,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,Nordeste,A01N 25/12,A01N,25/12,Química de materiais básicos
2194,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,Nordeste,C12N 1/20,C12N,1/20,Biotecnologia
2195,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,,,UFU,MG,Sudeste,A61H 1/02,A61H,1/02,Tecnologia médica
2196,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,,UFRGS,RS,Sul,B09B 3/00,B09B,3/00,Tecnologia Ambiental
2197,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,,,UFRJ,RJ,Sudeste,B61H 7/12,B61H,7/12,Transporte
2198,UNIVERSIDADE FEDERAL DE ALAGOAS,,,UFAL,AL,Nordeste,A01N 31/08,A01N,31/08,Química de materiais básicos
2199,UNIVERSIDADE FEDERAL DO PARANA,,,UFPR,PR,Sul,C09D 11/52,C09D,11/52,Química de materiais básicos
2200,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,,,UTFPR,PR,Sul,D06M 16/00,D06M,16/00,Máquinas têxteis e de papel
2201,UNIVERSIDADE FEDERAL FLUMINENSE,EULER SÁNCHEZ OCAMPO,,UFF,RJ,Sudeste,G01N 21/3554,G01N,21/3554,Medição
2202,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,,,UFSCAR,SP,Sudeste,C12N 9/02,C12N,9/02,Biotecnologia
2203,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,A61L 9/20,A61L,9/20,Tecnologia médica
2204,UNIVERSIDADE FEDERAL DO PARANA,,,UFPR,PR,Sul,F24S 20/40,F24S,20/40,Processos e aparelhos térmicos
2205,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,CIRINO ALBERTO GOULART EIRELI EPP (BIOGENETICS),,UFU,MG,Sudeste,C07K 7/08,C07K,7/08,Biotecnologia
2206,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,CIRINO ALBERTO GOULART EIRELI EPP (BIOGENETICS),,UFU,MG,Sudeste,C07K 7/08,C07K,7/08,Biotecnologia
2207,UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,,UFJF,MG,Sudeste,A61K 47/69,A61K,47/69,Produtos farmacêuticos
2208,UNIVERSIDADE FEDERAL DE VIÇOSA,UNIVERSIDADE CORNELL,,UFV,MG,Sudeste,C07K 14/30,C07K,14/30,Biotecnologia
2209,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,C07K 14/23,C07K,14/23,Biotecnologia
2210,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,C07K 7/08,C07K,7/08,Biotecnologia
2211,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,,,UFU,MG,Sudeste,G01N 33/543,G01N/33,33/543,Análise de materiais biológicos
2212,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC - UFABC,,,UFABC,SP,Sudeste,C07K 7/08,C07K,7/08,Biotecnologia
2213,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,CONSEJO NACIONAL DE INVESTIGACIONES CIENTÍFICAS Y TÉCNICAS,UNIVERSIDAD NACIONAL DEL LITORAL,UNB,DF,Centro-Oeste,C07K 16/24,C07K,16/24,Biotecnologia
2214,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,Nordeste,C07K 5/10,C07K,5/10,Biotecnologia
2215,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,,,UFU,MG,Sudeste,G01N 33/543,G01N/33,33/543,Análise de materiais biológicos
2216,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,FUNDAÇÃO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,,UFU,MG,Sudeste,C07K 7/08,C07K,7/08,Biotecnologia
2217,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,B02C 13/04,B02C,13/04,Engenharia química
2218,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,,,UFU,MG,Sudeste,A41D 13/11,A41D,13/11,Outros bens de consumo
2219,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,,,UFU,MG,Sudeste,A41D 13/11,A41D,13/11,Outros bens de consumo
2220,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,,,UFU,MG,Sudeste,A41D 13/11,A41D,13/11,Outros bens de consumo
2221,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A23B 7/02,A23B,7/02,Química Alimentar
2222,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,,,UFU,MG,Sudeste,A61B 5/03,A61B,5/03,Tecnologia médica
2223,UNIVERSIDADE FEDERAL DO PARANA,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,,UFPR,PR,Sul,C12N 11/06,C12N,11/06,Biotecnologia
2224,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,Sul,A61K 36/53,A61K,36/53,Produtos farmacêuticos
2225,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,Nordeste,C12N 9/90,C12N,9/90,Biotecnologia
2226,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO ESPIRITO SANTO,CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTÍFICO E TECNOLÓGICO (CNPQ),FUNDAÇÃO DE AMPARO A PESQUISA E INOVAÇÃO DO ESPÍRITO SANTO (FAPES),IFES,ES,Sudeste,C05F 5/00,C05F,5/00,Química de materiais básicos
2227,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO ESPIRITO SANTO,,,IFES,ES,Sudeste,C21C 1/02,C21C,1/02,"Materiais, metalurgia"
2228,UNIVERSIDADE FEDERAL DE OURO PRETO - UFOP,,,UFOP,MG,Sudeste,C08F 20/56,C08F,20/56,"Química macromolecular, polímeros"
2229,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,Sul,C12N 1/16,C12N,1/16,Biotecnologia
2230,VALE S.A.,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO - UFRJ,,,RJ,Sudeste,B60F 5/00,B60F,5/00,Transporte
2231,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,A23B 7/16,A23B,7/16,Química Alimentar
2232,UNIVERSIDADE FEDERAL DE LAVRAS,FUNDAÇÃO DE AMPARO À PESQUISA DE MINAS GERAIS,,UFLA,MG,Sudeste,A01N 1/02,A01N,1/02,Química de materiais básicos
2233,UNIVERSIDADE FEDERAL FLUMINENSE,EULER SÁNCHEZ OCAMPO,MOSCHEN & OLIVEIRA SOLUÇÕES AMBIENTAIS LTDA ME; FÁBIO SENA AGUIAR,UFF,RJ,Sudeste,B08B 9/02,B08B,9/02,Engenharia química
2234,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,,UFRPE,PE,Nordeste,G01N 15/08,G01N,15/08,Medição
2235,FACULDADES CATOLICAS,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO - UFRJ,,,RJ,Sudeste,C07D 213/86,C07D,213/86,Química fina orgânica
2236,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,Nordeste,C08L 33/12,C08L,33/12,"Química macromolecular, polímeros"
2237,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,FUNDAÇÃO UNIVERSIDADE DO AMAZONAS,UFPE,PE,Nordeste,A01N 65/40,A01N,65/40,Química de materiais básicos
2238,UNIVERSIDADE FEDERAL DE SERGIPE,,,UFS,SE,Nordeste,A61K 36/746,A61K,36/746,Produtos farmacêuticos
2239,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS,,UFSJ,MG,Sudeste,C07D 407/10,C07D,407/10,Química fina orgânica
2240,UNIVERSIDADE FEDERAL DE SERGIPE,,,UFS,SE,Nordeste,A61K 9/107,A61K,9/107,Produtos farmacêuticos
2241,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,Sul,A61K 36/9066,A61K,36/9066,Produtos farmacêuticos
2242,UNIVERSIDADE FEDERAL FLUMINENSE,EULER SÁNCHEZ OCAMPO,,UFF,RJ,Sudeste,C22B 1/00,C22B,1/00,"Materiais, metalurgia"
2243,UNIVERSIDADE FEDERAL DE OURO PRETO - UFOP,UNIVERSIDADE DO ESTADO DE MINAS GERAIS - UEMG,,UFOP,MG,Sudeste,A61K 47/59,A61K,47/59,Produtos farmacêuticos
2244,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO - UFES,,,UFES,ES,Sudeste,A61K 38/39,A61K,38/39,Produtos farmacêuticos
2245,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ,,,IFPA,PA,Norte,A23L 27/10,A23L,27/10,Química Alimentar
2246,UNIVERSIDADE FEDERAL DE VIÇOSA,,,UFV,MG,Sudeste,G01N 21/78,G01N,21/78,Medição
2247,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,Nordeste,C07C 69/013,C07C,69/013,Química fina orgânica
2248,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ,,,IFPA,PA,Norte,A01N 65/18,A01N,65/18,Química de materiais básicos
2249,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,INSTITUTO AGRONÔMICO DE PERNAMBUCO,,UFRPE,PE,Nordeste,C12N 1/22,C12N,1/22,Biotecnologia
2250,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,UNIVERSIDADE FEDERAL DA PARAÍBA,,UFCG,PB,Nordeste,F24S 70/10,F24S,70/10,Processos e aparelhos térmicos
2251,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A23J 1/14,A23J,1/14,Química Alimentar
2252,UNIVERSIDADE FEDERAL DE SANTA MARIA,EXÉRCITO BRASILEIRO - DEPARTAMENTO DE CIÊNCIA E TECNOLOGIA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFSM,RS,Sul,G06T 15/20,G06T,15/20,Tecnologia computacional
2253,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,,,UFRJ,RJ,Sudeste,G01N 11/00,G01N,11/00,Medição
2254,UNIVERSIDADE FEDERAL DE MINAS GERAIS,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS - CEFET/MG,,UFMG,MG,Sudeste,C12N 1/14,C12N,1/14,Biotecnologia
2255,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,B01J 31/16,B01J,31/16,Engenharia química
2256,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,Nordeste,B60R 9/00,B60R,9/00,Transporte
2257,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,,,UNILA,PR,Sul,E01C 9/00,E01C,9/00,Engenharia Civil
2258,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,C10L 7/04,C10L,7/04,Química de materiais básicos
2259,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,IMUNOSCAN ENGENHARIA MOLECULAR LTDA,,UFU,MG,Sudeste,C12N 15/115,C12N,15/115,Biotecnologia
2260,UNIVERSIDADE FEDERAL DE ALAGOAS,,,UFAL,AL,Nordeste,C09K 11/06,C09K,11/06,Química de materiais básicos
2261,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,,,UNIPAMPA,RS,Sul,A61G 7/05,A61G,7/05,Tecnologia médica
2262,UNIVERSIDADE FEDERAL DE GOIÁS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS-IFG",,UFG,GO,Centro-Oeste,G01R 31/00,G01R,31/00,Medição
2263,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,,,UTFPR,PR,Sul,G09B 23/04,G09B,23/04,Controle
2264,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,C12C 12/00,C12C,12/00,Química Alimentar
2265,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,Nordeste,A61B 6/14,A61B,6/14,Tecnologia médica
2266,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,,,FURG,RS,Sul,A23G 4/10,A23G,4/10,Química Alimentar
2267,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,Nordeste,H01G 4/12,H01G,4/12,"Máquinas elétricas, aparelhos, energia"
2268,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,A61K 31/352,A61K,31/352,Produtos farmacêuticos
2269,UNIVERSIDADE FEDERAL DE ALAGOAS,,,UFAL,AL,Nordeste,A61K 36/13,A61K,36/13,Produtos farmacêuticos
2270,UNIVERSIDADE ESTADUAL DO MARANHÃO - UEMA,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO MARANHÃO - IFMA,FACULDADE NETCOM - FANET,,MA,Nordeste,A61L 2/18,A61L,2/18,Tecnologia médica
2271,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A61B 17/24,A61B,17/24,Tecnologia médica
2272,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA - IFBA",FUNDAÇÃO ESTATAL DA SAÚDE DA FAMÍLIA - FESF,MDS TECNOLOGIA DA INFORMAÇÃO LTDA,IFBA,BA,Nordeste,A61B 5/00,A61B,5/00,Tecnologia médica
